lat,lon,builtup_pct,n_px
22.4557,114.2612,2.1,2916
22.4557,114.2657,0.0,2916
22.4557,114.2702,0.0,2916
22.4557,114.2747,0.0,2916
22.4557,114.2792,0.0,2916
22.4557,114.2837,0.0,2916
22.4557,114.2882,0.0,2916
22.4557,114.2927,0.0,2916
22.4557,114.2972,0.0,2862
22.4557,114.3017,0.0,2916
22.4557,114.3061,0.0,2916
22.4557,114.3106,0.0,2916
22.4557,114.3151,0.0,2916
22.4557,114.3196,0.0,2916
22.4557,114.3241,0.0,2916
22.4557,114.3286,0.0,2916
22.4557,114.3331,0.0,2916
22.4557,114.3376,0.0,2916
22.4557,114.3421,0.0,2862
22.4557,114.3466,0.0,2916
22.4557,114.3511,0.0,2916
22.4557,114.3556,0.0,2916
22.4557,114.36,0.2,2916
22.4557,114.3645,0.0,2916
22.4557,114.369,0.0,2916
22.4557,114.3735,0.0,2916
22.4557,114.378,0.0,2916
22.4557,114.3825,0.0,2916
22.4557,114.387,0.0,2862
22.4557,114.3915,0.0,2916
22.4557,114.396,0.0,2916
22.4557,114.4005,0.0,2916
22.4557,114.405,0.0,2916
22.4557,114.4095,0.0,2916
22.4557,114.4139,0.0,2916
22.4557,114.4184,0.0,2916
22.4557,114.4229,0.0,2916
22.4557,114.4274,0.0,2862
22.4557,114.4319,0.0,2916
22.4557,114.4364,0.0,2916
22.4557,114.4409,0.0,2916
22.4557,114.4454,0.0,2916
22.4557,114.4499,0.0,2916
22.4557,114.4544,0.0,2916
22.4557,114.4589,0.0,2916
22.4557,114.4634,0.0,2916
22.4557,114.4678,0.0,2916
22.4557,114.4723,0.0,2862
22.4557,114.4768,0.0,2916
22.4557,114.4813,0.0,2916
22.4557,114.4858,0.0,2916
22.4557,114.4903,0.0,2916
22.4557,114.4948,0.0,2916
22.4557,114.4993,0.0,2916
22.4557,114.5038,0.0,2916
22.4557,114.5083,0.0,2916
22.4557,114.5128,0.0,2916
22.4557,114.5173,0.0,2862
22.4557,114.5217,0.0,2916
22.4557,114.5262,0.0,2916
22.4557,114.5307,0.0,2916
22.4557,114.5352,0.0,2916
22.4557,114.5397,0.0,2916
22.4557,114.5442,0.0,2916
22.4557,114.5487,0.0,2916
22.4557,114.5532,0.0,2916
22.4557,114.5577,0.0,2916
22.4557,114.5622,0.0,2862
22.4557,114.5667,0.0,2916
22.4557,114.5711,0.0,2916
22.4557,114.5756,0.0,2916
22.4557,114.5801,0.0,2916
22.4557,114.5846,0.0,2916
22.4557,114.5891,0.0,2916
22.4557,114.5936,0.0,2916
22.4557,114.5981,0.0,2916
